"Year (time)","Geographic Area Name (NAME)","Meaning of Survey Component (SVY_COMP_LABEL)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE)","Meaning of Type of Government (GOVTYPE_LABEL)","Amount (AMOUNT)","Coefficent of Variation for Amount (percent) (AMOUNT_CV)"
"2023","Washington","Annual Survey of State and Local Finance","LF0045","Revenue - General Revenue - From Own Sources - Current Charges - Education - Other Elementary and Secondary Education","001","State and Local","171,978","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0046","Revenue - General Revenue - From Own Sources - Current Charges - Hospital","001","State and Local","6,400,582","0.20"
"2023","Washington","Annual Survey of State and Local Finance","LF0047","Revenue - General Revenue - From Own Sources - Current Charges - Highways","001","State and Local","612,471","0.30"
"2023","Washington","Annual Survey of State and Local Finance","LF0048","Revenue - General Revenue - From Own Sources - Current Charges - Air Transportation (Airport)","001","State and Local","910,590","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0049","Revenue - General Revenue - From Own Sources - Current Charges - Parking Facilities","001","State and Local","49,141","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0050","Revenue - General Revenue - From Own Sources - Current Charges - Sea and Inland Port Facilities","001","State and Local","700,714","1.30"
"2023","Washington","Annual Survey of State and Local Finance","LF0051","Revenue - General Revenue - From Own Sources - Current Charges - Natural Resources","001","State and Local","275,311","0.60"
"2023","Washington","Annual Survey of State and Local Finance","LF0052","Revenue - General Revenue - From Own Sources - Current Charges - Parks and Recreation","001","State and Local","344,121","1.80"
"2023","Washington","Annual Survey of State and Local Finance","LF0053","Revenue - General Revenue - From Own Sources - Current Charges - Housing and Community Development","001","State and Local","477,315","1.10"
"2023","Washington","Annual Survey of State and Local Finance","LF0054","Revenue - General Revenue - From Own Sources - Current Charges - Sewerage","001","State and Local","3,535,506","3.80"
"2023","Washington","Annual Survey of State and Local Finance","LF0055","Revenue - General Revenue - From Own Sources - Current Charges - Solid Waste Management","001","State and Local","1,121,145","19.30"
"2023","Washington","Annual Survey of State and Local Finance","LF0056","Revenue - General Revenue - From Own Sources - Current Charges - Miscellaneous Commercial Activities","001","State and Local","109,693","0.40"
"2023","Washington","Annual Survey of State and Local Finance","LF0057","Revenue - General Revenue - From Own Sources - Current Charges - Other Charges","001","State and Local","3,400,764","27.20"
"2023","Washington","Annual Survey of State and Local Finance","LF0058","Revenue - General Revenue - From Own Sources - Total Miscellaneous General Revenue","001","State and Local","7,005,850","0.70"
"2023","Washington","Annual Survey of State and Local Finance","LF0059","Revenue - General Revenue - From Own Sources - Miscellaneous General Revenue - Interest Earnings","001","State and Local","2,183,663","0.60"
"2023","Washington","Annual Survey of State and Local Finance","LF0060","Revenue - General Revenue - From Own Sources - Miscellaneous General Revenue - Special Assessments","001","State and Local","321,053","6.10"
"2023","Washington","Annual Survey of State and Local Finance","LF0061","Revenue - General Revenue - From Own Sources - Miscellaneous General Revenue - Sale of Property","001","State and Local","286,939","5.30"
"2023","Washington","Annual Survey of State and Local Finance","LF0062","Revenue - General Revenue - From Own Sources - Miscellaneous General Revenue - Fines and Forfeits","001","State and Local","383,290","2.80"
"2023","Washington","Annual Survey of State and Local Finance","LF0063","Revenue - General Revenue - From Own Sources - Miscellaneous General Revenue - Rents","001","State and Local","488,444","0.70"
"2023","Washington","Annual Survey of State and Local Finance","LF0065","Revenue - General Revenue - From Own Sources - Miscellaneous General Revenue - Donations From Private Sources","001","State and Local","1,368,743","0.70"
"2023","Washington","Annual Survey of State and Local Finance","LF0066","Revenue - General Revenue - From Own Sources - Miscellaneous General Revenue - Net Lottery Revenue","001","State and Local","285,761","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0067","Revenue - General Revenue - From Own Sources - Miscellaneous General Revenue -Other General Revenue","001","State and Local","1,687,958","2.10"
"2023","Washington","Annual Survey of State and Local Finance","LF0068","Revenue - Utility Revenue - Total","001","State and Local","8,966,643","1.50"
"2023","Washington","Annual Survey of State and Local Finance","LF0069","Revenue - Utility Revenue - Water Supply","001","State and Local","2,010,965","6.10"
"2023","Washington","Annual Survey of State and Local Finance","LF0070","Revenue - Utility Revenue - Electric Power","001","State and Local","6,500,282","0.70"
"2023","Washington","Annual Survey of State and Local Finance","LF0071","Revenue - Utility  Revenue - Gas Supply","001","State and Local","17,054","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0072","Revenue - Utility Revenue - Transit","001","State and Local","438,342","8.10"
"2023","Washington","Annual Survey of State and Local Finance","LF0074","Insurance Trust Revenue - Total","001","State and Local","16,206,004","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0075","Insurance Trust Revenue - Unemployment Compensation - Total","001","State and Local","1,822,949","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0076","Insurance Trust Revenue - Unemployment Compensation - Contributions","001","State and Local","1,768,264","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0077","Insurance Trust Revenue - Unemployment Compensation - Interest Credited by US Government","001","State and Local","54,685","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0078","Insurance Trust Revenue - Unemployment Compensation - Federal Advances and Contributions","001","State and Local","0","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0079","Insurance Trust Revenue - Employee Retirement - Total","001","State and Local","11,042,513","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0080","Insurance Trust Revenue - Employee Retirement - Earnings on Investments","001","State and Local","2,857,617","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0081","Insurance Trust Revenue - Employee Retirement - Gains/Losses on Investments","001","State and Local","6,573,764","0.10"
"2023","Washington","Annual Survey of State and Local Finance","LF0082","Insurance Trust Revenue - Employee Retirement - Employee Contributions","001","State and Local","1,448,450","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0083","Insurance Trust Revenue - Employee Retirement - Contributions From Other Governments","001","State and Local","2,673","33.20"
"2023","Washington","Annual Survey of State and Local Finance","LF0084","Insurance Trust Revenue - Employee Retirement - Contributions From Local Governments","001","State and Local","160,010","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0085","Insurance Trust Revenue - Workers Compensation - Total Revenue","001","State and Local","3,340,542","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0086","Insurance Trust Revenue - Workers Compensation - Contributions","001","State and Local","2,704,112","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0087","Insurance Trust Revenue - Workers Compensation - Earnings on Investments","001","State and Local","636,430","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0089","Expenditure - Total","001","State and Local","121,131,717","0.80"
"2023","Washington","Annual Survey of State and Local Finance","LF0090","Expenditure - Total General Expenditure","001","State and Local","112,590,022","0.90"
"2023","Washington","Annual Survey of State and Local Finance","LF0092","Expenditure - Total Direct Expenditure","001","State and Local","121,131,717","0.80"
"2023","Washington","Annual Survey of State and Local Finance","LF0093","Expenditure - Direct Expenditure - Current Operations","001","State and Local","101,340,385","1.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0094","Expenditure - Direct Expenditure - Capital Outlay","001","State and Local","14,986,600","0.80"
"2023","Washington","Annual Survey of State and Local Finance","LF0097","Expenditure - Direct Expenditure - Assistance and Subsidies","001","State and Local","1,453,493","0.00"
"2023","Washington","Annual Survey of State and Local Finance","LF0098","Expenditure - Direct Expenditure - Interest on Debt","001","State and Local","3,351,239","0.40"
"2023","Washington","Annual Survey of State and Local Finance","LF0100","Exhibit: Salaries and Wages","001","State and Local","36,196,740","0.20"
"2023","Washington","Annual Survey of State and Local Finance","LF0101","Expenditure - Total Direct Expenditure by Function","001","State and Local","121,131,717","0.80"
"2023","Washington","Annual Survey of State and Local Finance","LF0102","Expenditure - Direct Expenditure - Total General Expenditure","001","State and Local","108,470,569","0.90"
"2023","Washington","Annual Survey of State and Local Finance","LF0103","Expenditure - Direct Expenditure - General Expenditure - Current Operations","001","State and Local","93,446,162","1.10"
"2023","Washington","Annual Survey of State and Local Finance","LF0104","Expenditure - Direct Expenditure - General Expenditure - Capital Outlay","001","State and Local","10,867,147","0.90"
"2023","Washington","Annual Survey of State and Local Finance","LF0105","Expenditure - Direct Expenditure - General Expenditure - Other","001","State and Local","4,157,260","0.30"
"2023","Washington","Annual Survey of State and Local Finance","LF0106","Expenditure - Direct Expenditure - General Expenditure - Education - Total Expenditure","001","State and Local","34,308,354","0.00"
